Date,day_of_week,is_weekend,festival,aqi,temperature_c,accident_count,patient_count,bed_count,advisory,most_required_med_category,staff_required_total,staff_required_details,Antibiotic,Analgesic,Antipyretic,Respiratory,Cardiovascular,Diabetes,Gastrointestinal,Anti-allergic,ORS,PPE
2019-01-17,3,0,None,146,23,17,231,244,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",46,58,34,20,7,9,13,8,14,181
2019-01-18,4,0,None,236,22,26,212,233,Air Quality Alert: masks recommended; increase respiratory stock,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",47,64,28,39,8,9,9,6,8,160
2019-01-19,5,1,None,205,24,26,191,218,Air Quality Alert: masks recommended; increase respiratory stock,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",45,77,25,18,4,6,16,2,11,172
2019-01-20,6,1,None,331,24,22,255,227,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",52,68,31,43,6,10,15,8,8,204
2019-01-21,0,0,None,186,23,17,201,228,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",41,60,24,25,7,7,10,2,15,172
2019-01-22,1,0,None,164,23,19,253,252,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",41,58,29,38,8,10,14,3,10,219
2019-01-23,2,0,None,123,22,28,188,229,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",47,81,25,29,9,13,16,4,11,188
2019-01-24,3,0,None,244,21,24,247,237,Air Quality Alert: masks recommended; increase respiratory stock,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",54,70,29,26,8,10,16,6,17,242
2019-01-25,4,0,None,186,21,17,198,223,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",38,54,26,16,4,8,14,3,9,166
2019-01-26,5,1,RepublicDay,152,22,21,165,215,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",34,60,21,13,7,4,9,2,6,147
2019-01-27,6,1,None,156,23,32,203,204,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",67,76,27,18,8,9,12,3,10,172
2019-01-28,0,0,None,312,23,32,211,204,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",54,68,25,30,6,6,15,3,12,205
2019-01-29,1,0,None,60,23,17,168,201,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",35,54,21,15,6,5,12,4,7,132
2019-01-30,2,0,None,184,22,10,208,212,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",37,55,18,22,6,11,11,4,15,168
2019-01-31,3,0,None,166,22,14,237,216,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",52,70,26,26,8,9,9,7,7,214
2019-02-01,4,0,None,259,22,16,186,216,Air Quality Alert: masks recommended; increase respiratory stock,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",35,33,22,28,5,8,8,3,15,141
2019-02-02,5,1,None,278,22,24,222,230,Air Quality Alert: masks recommended; increase respiratory stock,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",48,76,32,28,2,7,8,4,8,182
2019-02-03,6,1,None,110,23,24,199,208,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",53,59,21,16,5,10,13,8,5,173
2019-02-04,0,0,None,71,24,22,218,223,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",42,67,23,13,8,15,23,4,6,201
2019-02-05,1,0,None,115,24,29,254,245,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",57,63,26,36,8,13,20,3,21,250
2019-02-06,2,0,None,125,23,17,226,254,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",62,53,26,24,1,8,16,4,13,197
2019-02-07,3,0,None,195,22,20,267,258,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",53,75,26,22,9,9,16,2,21,222
2019-02-08,4,0,None,198,20,18,267,269,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",57,69,36,43,3,6,13,2,13,222
2019-02-09,5,1,None,216,20,24,231,277,Air Quality Alert: masks recommended; increase respiratory stock,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",53,70,31,26,5,13,16,4,7,170
2019-02-10,6,1,None,200,21,23,199,245,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",45,48,22,29,7,6,11,4,10,185
2019-02-11,0,0,None,340,23,23,203,232,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",44,57,13,26,5,10,9,5,15,167
2019-02-12,1,0,None,261,26,22,174,200,Air Quality Alert: masks recommended; increase respiratory stock,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",42,75,31,24,5,5,8,6,9,168
2019-02-13,2,0,None,237,25,13,232,212,Air Quality Alert: masks recommended; increase respiratory stock,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",47,69,23,26,7,10,16,8,11,180
2019-02-14,3,0,None,117,24,27,217,215,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",55,72,19,15,7,5,15,4,12,221
2019-02-15,4,0,None,180,23,21,205,228,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",68,55,24,23,8,7,12,4,10,174
2019-02-16,5,1,None,223,22,19,191,213,Air Quality Alert: masks recommended; increase respiratory stock,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",52,43,23,22,5,3,16,5,9,159
2019-02-17,6,1,None,105,22,31,219,226,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",47,68,31,25,7,9,10,1,9,191
2019-02-18,0,0,None,164,23,17,202,221,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",54,52,22,25,5,5,8,0,11,174
2019-02-19,1,0,None,148,23,15,188,221,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",36,60,18,27,5,9,13,3,13,149
2019-02-20,2,0,None,192,24,21,182,196,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",37,62,15,23,4,7,5,3,10,143
2019-02-21,3,0,None,184,24,26,197,205,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",47,65,20,24,7,10,15,6,10,158
2019-02-22,4,0,None,255,25,18,192,202,Air Quality Alert: masks recommended; increase respiratory stock,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",39,39,28,21,6,8,12,6,14,163
2019-02-23,5,1,None,216,26,22,271,228,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",58,71,30,26,7,6,14,5,13,237
2019-02-24,6,1,None,219,25,25,228,252,Air Quality Alert: masks recommended; increase respiratory stock,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",50,65,22,29,7,13,10,4,13,229
2019-02-25,0,0,None,157,24,18,169,242,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",53,53,20,14,6,6,12,3,12,147
2019-02-26,1,0,None,146,25,19,183,203,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",42,56,29,21,7,9,12,2,15,151
2019-02-27,2,0,None,228,23,7,191,189,Air Quality Alert: masks recommended; increase respiratory stock,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",27,35,13,20,6,11,11,7,5,158
2019-02-28,3,0,None,146,24,14,194,202,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",36,44,26,18,8,6,9,3,9,154
2019-03-01,4,0,None,94,23,22,224,215,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",64,60,16,16,2,7,10,2,11,188
2019-03-02,5,1,None,132,24,22,262,241,Normal,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",54,70,36,18,13,9,14,6,7,228
2019-03-03,6,1,None,30,24,26,228,260,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",50,49,27,16,4,7,14,4,8,184
2019-03-04,0,0,None,90,24,25,201,246,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",47,56,22,26,8,6,12,7,6,173
2019-03-05,1,0,None,69,24,15,237,231,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",47,65,26,21,6,9,21,4,13,196
2019-03-06,2,0,None,218,23,22,295,252,Air Quality Alert: masks recommended; increase respiratory stock,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",65,68,24,39,10,14,25,3,16,262
2019-03-07,3,0,None,236,23,19,243,271,Air Quality Alert: masks recommended; increase respiratory stock,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",57,65,25,28,13,9,16,4,9,210
2019-03-08,4,0,None,193,24,208,430,349,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,90,"{""nurses"":54,""doctors"":22,""support"":14}",155,352,47,49,19,22,35,5,19,496
2019-03-09,5,1,None,152,26,22,256,323,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",64,78,33,32,4,9,13,6,15,250
2019-03-10,6,1,None,30,25,17,193,308,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",46,49,23,19,9,6,9,2,11,175
2019-03-11,0,0,None,211,24,22,203,231,Air Quality Alert: masks recommended; increase respiratory stock,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",57,62,30,20,4,11,9,6,10,159
2019-03-12,1,0,None,202,24,20,249,231,Air Quality Alert: masks recommended; increase respiratory stock,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",59,68,34,34,6,11,22,5,9,239
2019-03-13,2,0,None,80,24,12,228,245,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",47,50,35,22,10,12,9,4,10,195
2019-03-14,3,0,None,133,24,29,218,242,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",52,63,23,29,3,5,15,2,18,213
2019-03-15,4,0,None,209,26,19,194,223,Air Quality Alert: masks recommended; increase respiratory stock,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",54,67,26,34,8,4,16,3,12,150
2019-03-16,5,1,None,122,25,17,252,232,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",58,66,34,35,5,8,13,4,15,225
2019-03-17,6,1,Holi,144,25,27,214,229,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",45,67,23,26,4,10,13,8,11,191
2019-03-18,0,0,Holi,100,25,26,245,247,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",48,87,27,22,7,14,12,10,11,198
2019-03-19,1,0,Holi,170,26,28,313,269,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,68,"{""nurses"":40,""doctors"":16,""support"":12}",80,90,41,42,9,17,15,4,17,263
2019-03-20,2,0,None,195,25,18,273,289,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",72,72,28,30,3,13,17,4,14,236
2019-03-21,3,0,None,146,25,30,220,281,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",42,61,23,24,10,6,16,2,11,189
2019-03-22,4,0,None,89,24,17,219,249,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",46,54,33,20,5,15,8,4,7,180
2019-03-23,5,1,None,187,27,26,319,262,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,68,"{""nurses"":40,""doctors"":16,""support"":12}",51,75,38,36,10,13,21,8,15,311
2019-03-24,6,1,None,129,29,21,184,249,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",58,69,21,23,5,2,13,4,12,135
2019-03-25,0,0,None,88,29,22,238,270,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",50,69,17,20,6,9,13,2,13,220
2019-03-26,1,0,None,142,29,12,248,238,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",45,62,38,30,8,8,14,4,14,207
2019-03-27,2,0,None,106,27,18,251,254,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",46,55,25,26,6,8,6,6,6,201
2019-03-28,3,0,None,94,26,24,231,256,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",62,60,24,22,11,3,14,5,9,209
2019-03-29,4,0,None,172,27,13,246,251,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",49,66,24,21,7,5,17,3,7,215
2019-03-30,5,1,None,129,27,12,213,241,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",40,54,36,18,8,11,13,2,8,178
2019-03-31,6,1,None,146,28,26,170,219,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",44,73,16,21,7,11,13,5,7,157
2019-04-01,0,0,None,124,27,17,274,240,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",55,67,33,46,8,17,19,4,14,216
2019-04-02,1,0,None,141,26,12,244,247,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",39,56,30,27,8,8,13,4,8,194
2019-04-03,2,0,None,131,27,22,252,271,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",44,70,23,23,9,7,13,6,14,201
2019-04-04,3,0,None,237,27,21,253,272,Air Quality Alert: masks recommended; increase respiratory stock,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",50,68,33,28,12,13,24,7,17,211
2019-04-05,4,0,None,239,28,17,282,277,Air Quality Alert: masks recommended; increase respiratory stock,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",58,74,26,34,6,13,15,1,11,224
2019-04-06,5,1,None,30,27,23,265,287,Normal,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",47,92,35,34,7,11,17,0,17,245
2019-04-07,6,1,None,147,27,19,265,285,Normal,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",55,72,32,25,13,7,17,4,12,214
2019-04-08,0,0,None,85,27,27,260,281,Normal,PPE,57,"{""nurses"":33,""doctors"":13,""support"":11}",47,73,35,23,6,12,9,3,18,200
2019-04-09,1,0,None,63,28,28,321,296,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,70,"{""nurses"":41,""doctors"":17,""support"":12}",73,94,41,18,9,16,25,5,12,301
2019-04-10,2,0,None,188,27,21,237,282,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",50,64,37,27,6,13,9,1,17,230
2019-04-11,3,0,None,124,28,19,258,296,Normal,PPE,57,"{""nurses"":33,""doctors"":13,""support"":11}",63,65,25,24,6,6,17,6,13,231
2019-04-12,4,0,None,130,28,25,225,258,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",47,57,27,25,7,7,13,6,11,185
2019-04-13,5,1,None,76,29,33,284,278,Normal,PPE,62,"{""nurses"":36,""doctors"":15,""support"":11}",62,105,36,26,7,13,17,6,18,237
2019-04-14,6,1,None,165,29,24,249,263,Normal,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",54,52,30,23,5,9,18,5,12,242
2019-04-15,0,0,None,146,29,20,263,282,Normal,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",55,81,37,19,7,9,14,7,13,232
2019-04-16,1,0,None,188,29,21,223,267,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",56,52,34,27,7,7,9,6,10,177
2019-04-17,2,0,None,117,28,14,225,257,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",47,67,24,16,6,19,12,6,10,204
2019-04-18,3,0,None,162,27,23,271,247,Normal,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",61,79,36,27,6,15,24,2,10,238
2019-04-19,4,0,None,182,28,18,219,250,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",48,57,13,29,7,15,18,5,9,189
2019-04-20,5,1,None,116,28,22,212,242,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",39,66,33,19,8,5,12,9,14,186
2019-04-21,6,1,None,211,28,22,210,223,Air Quality Alert: masks recommended; increase respiratory stock,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",47,67,19,28,7,11,11,4,9,184
2019-04-22,0,0,None,149,28,20,271,253,Normal,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",66,66,33,25,11,17,21,7,19,232
2019-04-23,1,0,None,64,28,12,224,255,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",49,64,22,29,7,7,16,4,12,189
2019-04-24,2,0,None,148,28,15,189,248,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",33,33,18,17,7,10,8,5,10,158
2019-04-25,3,0,None,126,29,22,217,226,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",43,67,24,24,4,10,11,3,9,179
2019-04-26,4,0,None,103,29,15,250,225,Normal,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",42,70,21,23,11,6,15,5,10,233
2019-04-27,5,1,None,124,31,17,257,251,Normal,PPE,57,"{""nurses"":33,""doctors"":13,""support"":11}",53,65,27,33,10,17,10,2,16,207
2019-04-28,6,1,None,228,30,24,222,260,Air Quality Alert: masks recommended; increase respiratory stock,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",51,61,23,28,7,8,6,4,13,189
2019-04-29,0,0,None,124,29,24,222,247,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",49,57,29,15,6,11,19,1,12,181
2019-04-30,1,0,None,103,29,18,213,234,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",43,48,21,20,8,13,11,1,12,186
2019-05-01,2,0,None,54,28,19,232,243,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",51,57,31,24,5,15,14,4,9,193
2019-05-02,3,0,None,158,28,20,188,219,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",44,69,24,29,4,2,13,5,6,154
2019-05-03,4,0,None,123,28,20,176,207,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",40,69,10,19,5,9,9,7,9,152
2019-05-04,5,1,None,92,29,18,227,203,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",52,64,22,25,10,11,12,6,9,203
2019-05-05,6,1,None,214,29,26,276,235,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",60,69,34,43,9,12,14,9,12,249
2019-05-06,0,0,None,133,28,21,218,256,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",41,69,25,22,9,9,12,8,16,180
2019-05-07,1,0,None,78,28,17,238,254,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",52,65,39,18,4,8,22,6,7,188
2019-05-08,2,0,None,176,29,21,275,261,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",53,59,26,21,12,18,16,3,19,214
2019-05-09,3,0,None,97,29,15,241,263,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",46,74,27,22,7,12,17,9,12,187
2019-05-10,4,0,None,132,29,13,171,237,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",42,47,20,17,7,8,10,2,10,157
2019-05-11,5,1,None,101,29,17,262,246,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",42,60,37,26,10,15,17,4,10,223
2019-05-12,6,1,None,134,28,23,255,239,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",62,66,19,30,10,9,13,4,11,223
2019-05-13,0,0,None,96,29,18,250,275,Normal,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",55,74,27,31,7,7,16,5,18,204
2019-05-14,1,0,None,48,29,14,172,244,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",46,47,26,21,8,10,14,0,6,159
2019-05-15,2,0,None,161,29,15,195,217,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",46,55,16,29,6,9,15,3,8,189
2019-05-16,3,0,None,97,28,18,198,206,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",43,37,17,23,10,9,15,2,15,166
2019-05-17,4,0,None,180,29,16,184,203,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",35,28,19,22,5,8,9,3,10,166
2019-05-18,5,1,None,156,29,22,234,222,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",48,56,24,26,5,11,18,0,7,217
2019-05-19,6,1,None,158,30,16,252,232,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",45,69,30,20,5,5,13,11,14,198
2019-05-20,0,0,None,134,29,21,244,255,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",63,64,28,24,5,8,18,8,18,183
2019-05-21,1,0,None,146,30,16,216,245,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",53,49,27,29,10,6,12,8,7,191
2019-05-22,2,0,None,149,29,22,255,255,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",51,67,33,21,6,9,18,2,19,206
2019-05-23,3,0,None,173,30,18,234,251,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",57,63,27,30,4,5,18,5,20,211
2019-05-24,4,0,None,30,30,19,177,244,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",33,56,14,21,5,4,11,3,7,172
2019-05-25,5,1,None,130,30,20,296,252,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",78,76,31,32,12,5,19,6,15,261
2019-05-26,6,1,None,141,30,24,255,260,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",65,59,31,29,8,8,18,7,12,212
2019-05-27,0,0,None,146,30,22,239,272,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",50,82,36,27,5,10,17,7,11,183
2019-05-28,1,0,None,139,30,15,204,244,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",40,51,29,20,10,5,16,5,8,170
2019-05-29,2,0,None,171,30,18,180,226,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",42,52,13,15,8,6,12,2,11,147
2019-05-30,3,0,None,116,30,24,230,219,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",57,61,25,17,1,13,7,5,12,177
2019-05-31,4,0,None,167,30,23,221,224,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",51,51,18,11,13,7,20,7,8,181
2019-06-01,5,1,None,102,30,18,252,242,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",59,53,29,25,10,12,17,4,8,202
2019-06-02,6,1,None,36,30,21,184,225,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",50,72,20,14,6,7,9,3,9,176
2019-06-03,0,0,None,98,30,20,157,206,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",37,56,22,22,6,10,7,5,6,126
2019-06-04,1,0,None,93,30,23,178,180,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",44,59,18,24,5,5,13,2,7,169
2019-06-05,2,0,None,146,30,19,204,185,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",40,43,26,25,5,6,11,4,6,176
2019-06-06,3,0,None,60,30,26,202,208,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",48,90,31,20,7,3,8,2,6,185
2019-06-07,4,0,None,39,30,10,190,217,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",34,34,33,16,7,13,12,3,9,147
2019-06-08,5,1,None,59,31,22,154,195,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",30,66,17,8,6,8,6,5,7,134
2019-06-09,6,1,None,51,31,25,169,187,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",33,58,24,19,4,7,12,5,7,150
2019-06-10,0,0,None,82,30,14,168,179,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",33,45,24,20,5,11,10,4,7,124
2019-06-11,1,0,None,20,30,27,144,165,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",45,35,24,21,4,4,11,1,4,126
